,driver_id,passport_id,surname,name,middle_name,date_of_birth,sex,year_of_get_license,study_transmission,attemps_of_pass,autoschool,region_id
1560,1561,4844276615,Артемьева,Ангелина,Леоновна,1982-02-22,Ж,2003,автомат,1,Штурман,32
1561,1562,7358886757,Крюков,Кондрат,Аверьянович,1983-06-20,М,2016,механика,5,Автокласс,5
1562,1563,7592567317,Ларионов,Любомир,Федосеевич,1998-06-21,М,2020,механика,2,Флагман,91
1563,1564,3990233766,Блинова,Вероника,Ниловна,1972-03-06,Ж,2002,автомат,1,Навигатор,73
1564,1565,2712479276,Осипова,Валентина,Семеновна,1962-09-12,Ж,2001,механика,3,Молодость,51
1565,1566,9105470463,Бобылева,Любовь,Геннадиевна,1963-02-13,Ж,2001,механика,3,Пора за руль,79
1566,1567,0941405758,Максимова,Варвара,Александровна,1988-06-08,Ж,2019,автомат,3,Бумер,75
1567,1568,0812943177,Сидорова,Валерия,Ивановна,1977-03-02,Ж,2004,механика,4,Маршрут,52
1568,1569,6024723668,Шарова,Лидия,Вячеславовна,1969-04-28,Ж,1988,механика,1,Локомотив,40
1569,1570,6609595814,Александрова,Тамара,Ефимовна,1975-01-12,Ж,2010,механика,4,Евродрайв,53
1570,1571,0250955786,Быков,Аникита,Федосеевич,2001-12-13,М,2020,механика,1,Дилижанс,73
1571,1572,2971180407,Кошелев,Никодим,Васильевич,2000-07-01,М,2019,автомат,2,Виртуоз,65
1572,1573,8527964450,Зимин,Евлампий,Германович,1961-06-08,М,1989,автомат,4,Близкое расстояние,9
1573,1574,6819161018,Мишин,Назар,Арсенович,1952-11-14,М,1974,механика,3,Форсаж,30
1574,1575,9511929107,Быков,Венедикт,Александрович,2002-04-16,М,2021,автомат,4,Мустанг,41
1575,1576,9585306100,Ефремов,Аникей,Феодосьевич,1977-04-28,М,1999,механика,4,Балтик-Стар,26
1576,1577,7731421914,Герасимов,Якуб,Фадеевич,1952-09-16,М,1980,механика,4,Эксперт,57
1577,1578,3412332299,Гурьева,Екатерина,Вячеславовна,1970-07-08,Ж,2012,автомат,4,Дилижанс,41
1578,1579,6800790334,Ситников,Август,Игоревич,1984-04-22,М,2019,механика,4,Новичок,56
1579,1580,4427269601,Бирюков,Иннокентий,Трифонович,1966-03-30,М,2017,механика,2,Крутой поворот,14
1580,1581,2860238859,Савельев,Василий,Давыдович,1997-05-19,М,2018,автомат,3,Мир,40
1581,1582,5028823374,Королев,Семен,Гавриилович,1977-09-19,М,2001,автомат,4,Авто-Импульс,44
1582,1583,5443149310,Селезнев,Капитон,Феликсович,1963-05-02,М,2010,механика,1,Знак,49
1583,1584,5637067922,Марков,Евлампий,Евстигнеевич,1969-03-23,М,2020,механика,1,Автолюбитель,9
1584,1585,8643553827,Одинцов,Аникей,Фёдорович,1952-12-15,М,1979,механика,2,Приоритет,37
1585,1586,0453603988,Чернова,Валерия,Дмитриевна,1990-02-12,Ж,2013,автомат,1,Шанс,86
1586,1587,0955932136,Максимова,Олимпиада,Юрьевна,1992-07-28,Ж,2015,автомат,3,Автоштурман,6
1587,1588,7052476958,Цветкова,Александра,Феликсовна,1998-03-11,Ж,2019,механика,5,Вираж,22
1588,1589,3749610952,Алексеева,Надежда,Алексеевна,1965-04-06,Ж,1995,автомат,1,Формула-1,16
1589,1590,9242231765,Белоусова,Эмилия,Захаровна,1954-08-28,Ж,1993,автомат,4,АвтоАс,73
1590,1591,1964987196,Вишнякова,Лора,Харитоновна,2001-09-24,Ж,2019,механика,5,Автофакультет,22
1591,1592,4123013289,Кулаков,Варфоломей,Ярославович,1975-05-30,М,2021,автомат,1,Автоотличник,29
1592,1593,9361180991,Воронцова,Глафира,Евгеньевна,1957-09-03,Ж,2010,автомат,3,Зебра,66
1593,1594,9349070759,Орлова,Жанна,Юрьевна,1998-12-31,Ж,2016,механика,5,Формула-1,34
1594,1595,1433444847,Агафонова,Нинель,Геннадиевна,1982-12-20,Ж,2010,механика,1,Авто-Навык,73
1595,1596,0341093867,Аксенова,Алевтина,Богдановна,1968-06-20,Ж,2020,механика,1,Автолайф,20
1596,1597,0898311573,Тетерин,Ефрем,Артурович,1962-10-28,М,1988,механика,1,Автомобилист,79
1597,1598,6650049899,Игнатьева,Октябрина,Аркадьевна,1955-03-26,Ж,1975,автомат,2,Молодость,2
1598,1599,5513641945,Попова,Светлана,Кирилловна,1976-02-03,Ж,2001,автомат,5,Хайвэй,43
1599,1600,2088927571,Кудряшова,Татьяна,Максимовна,1953-07-25,Ж,2017,механика,2,Успех,5
1600,1601,6595160399,Цветков,Софрон,Давыдович,1971-11-18,М,2017,механика,1,Сигнал,3
1601,1602,4508363532,Филиппова,Марина,Игоревна,1971-10-10,Ж,1991,автомат,3,Штурман,41
1602,1603,5909294236,Устинов,Мирослав,Феликсович,1960-05-24,М,1989,автомат,1,Зеленая миля,72
1603,1604,9993126499,Рогова,Василиса,Артемовна,1992-01-02,Ж,2010,автомат,2,Зеленая волна,3
1604,1605,8155440577,Ефимова,Любовь,Владиславовна,1966-04-10,Ж,2006,автомат,3,Победа,99
1605,1606,6839560447,Бобров,Марк,Фёдорович,1956-06-17,М,2012,автомат,5,Автолицей,23
1606,1607,3049700360,Кулакова,Маргарита,Анатольевна,1955-11-05,Ж,1992,автомат,4,Город,53
1607,1608,9041601817,Лебедева,Василиса,Ниловна,1974-05-10,Ж,2002,автомат,3,Экипаж,26
1608,1609,0146686494,Михеева,Эмилия,Ниловна,1957-09-06,Ж,2018,автомат,2,Навигатор,86
1609,1610,3507917973,Орехов,Куприян,Дорофеевич,1995-03-03,М,2013,механика,2,Фаворит,99
1610,1611,9248766170,Игнатов,Савва,Антонович,1984-06-11,М,2005,автомат,3,Автоэлита,3
1611,1612,6209620392,Лапина,Алина,Аскольдовна,1981-02-18,Ж,2003,механика,5,Авто-Премиум,63
1612,1613,3554263994,Третьяков,Ананий,Аксёнович,1963-11-13,М,2012,автомат,4,Ягуар,78
1613,1614,1750031887,Федоров,Иосиф,Виленович,1971-07-29,М,2000,автомат,3,Формула-1,77
1614,1615,2335579462,Моисеев,Андрон,Захарьевич,1967-10-29,М,2008,автомат,5,Мир,54
1615,1616,4535848432,Медведев,Святополк,Адрианович,1985-09-21,М,2005,автомат,1,Движение,79
1616,1617,2027935307,Гришин,Елизар,Даниилович,2003-05-28,М,2021,автомат,4,Супер-автошкола,83
1617,1618,1562388265,Воронцова,Таисия,Рубеновна,1989-01-08,Ж,2014,автомат,3,Автомобилист,35
1618,1619,4393596695,Сазонов,Яков,Игнатьевич,1992-05-15,М,2018,механика,3,Эстакада,25
1619,1620,5664995275,Тарасова,Александра,Вадимовна,1955-02-08,Ж,1994,автомат,2,Город,30
1620,1621,5798119453,Муравьева,Ираида,Евгеньевна,1972-10-18,Ж,2019,автомат,4,Центральная автошкола,68
1621,1622,5631616581,Галкина,Кира,Борисовна,1980-11-18,Ж,2009,автомат,3,Золотой руль,48
1622,1623,7585947669,Баранова,Екатерина,Юльевна,1952-06-22,Ж,1991,механика,5,Топ Драйв,66
1623,1624,9430136446,Гришин,Галактион,Иосипович,1976-09-02,М,2000,автомат,5,Аверс,76
1624,1625,9281470090,Жуков,Лука,Ефстафьевич,1987-10-03,М,2017,механика,2,Максима,13
1625,1626,6484262471,Николаев,Юлий,Эдуардович,1950-10-16,М,2004,автомат,2,"Эх, научу!",41
1626,1627,0263785155,Нестеров,Лучезар,Гавриилович,1993-06-02,М,2011,механика,1,Автомиг,33
1627,1628,0588825721,Егоров,Евграф,Данилович,1997-01-30,М,2021,автомат,5,Автоледи,7
1628,1629,6774041658,Сафонов,Кондрат,Юльевич,1951-09-01,М,2016,механика,2,Хайвэй,5
1629,1630,2132367733,Дьячков,Вениамин,Гурьевич,1966-02-08,М,2014,автомат,4,Транс-Миссия,37
1630,1631,6502078191,Кузнецова,Таисия,Матвеевна,1950-12-22,Ж,2012,автомат,5,Флагман,8
1631,1632,0670117061,Миронов,Владилен,Бориславович,1955-03-03,М,1991,механика,4,Цифры,31
1632,1633,3918941915,Щукина,Алла,Натановна,1995-06-01,Ж,2017,механика,5,Рокада,52
1633,1634,4832336927,Дементьева,Валерия,Вячеславовна,1991-10-17,Ж,2017,механика,1,Успех,83
1634,1635,0698222455,Фролова,Варвара,Владиславовна,1956-12-12,Ж,1981,механика,3,Дюк,65
1635,1636,1081331479,Титова,Вера,Валериевна,1954-09-02,Ж,2005,механика,1,Зеленая волна,35
1636,1637,0123648766,Александров,Борислав,Тихонович,1961-05-10,М,1980,автомат,2,Топ Драйв,3
1637,1638,4670161108,Блохин,Ким,Валерианович,1997-11-17,М,2016,механика,3,Бумер,3
1638,1639,1171505117,Рябова,Лидия,Юрьевна,1978-01-08,Ж,2002,механика,5,Автомаг,47
1639,1640,4099472323,Вишняков,Лев,Юлианович,1976-11-28,М,2000,автомат,2,АвтоГарвард,46
1640,1641,3853843338,Кудрявцев,Панкратий,Димитриевич,1997-10-30,М,2020,механика,4,Зебра,89
1641,1642,9269285250,Игнатьев,Виталий,Богданович,1969-12-05,М,2018,автомат,1,Стажер,19
1642,1643,9384816637,Горшкова,Агата,Вадимовна,1952-08-05,Ж,1972,механика,3,Луч,41
1643,1644,3841157541,Шашков,Боян,Федосеевич,2002-06-14,М,2021,механика,4,Движение,92
1644,1645,3790978611,Максимова,Клавдия,Мироновна,1976-08-13,Ж,2009,автомат,2,Автомиг,51
1645,1646,8310958936,Полякова,Василиса,Станиславовна,1953-04-10,Ж,1978,автомат,3,Автопилот,3
1646,1647,7746418018,Петрова,Зоя,Степановна,1970-11-02,Ж,2017,механика,5,Маршрут,20
1647,1648,7583841102,Игнатьев,Всеволод,Тарасович,1967-07-09,М,1999,автомат,5,Клаксон,6
1648,1649,6058826931,Сысоев,Зиновий,Антипович,2002-06-26,М,2021,автомат,1,А-Класс,61
1649,1650,9301667584,Маслов,Ираклий,Аверьянович,2002-05-20,М,2020,механика,1,Правый руль,79
1650,1651,7829659761,Белозерова,Алевтина,Геннадьевна,1962-12-29,Ж,1985,механика,1,Евродрайв,86
1651,1652,4359098838,Орлов,Амос,Валентинович,1965-05-26,М,1986,механика,3,Новичок,69
1652,1653,3531199131,Быков,Пантелеймон,Харлампьевич,1960-05-24,М,1986,механика,4,Лидер,41
1653,1654,5353032132,Бурова,Анастасия,Яковлевна,1970-02-13,Ж,2007,механика,4,Мустанг,54
1654,1655,3650699545,Авдеев,Измаил,Якубович,1998-11-20,М,2016,автомат,1,Онега,74
1655,1656,1620960570,Петрова,Антонина,Львовна,1988-09-09,Ж,2011,автомат,4,В движении,2
1656,1657,0564126656,Соболев,Макар,Гертрудович,1951-03-03,М,1999,механика,2,Автофактор,89
1657,1658,1754995246,Ершова,Ксения,Харитоновна,1964-05-19,Ж,1997,автомат,4,Чемпион,54
1658,1659,3441179153,Власов,Кузьма,Филимонович,1963-01-31,М,2004,механика,4,Навигатор,36
1659,1660,3555155155,Шубина,Евдокия,Яковлевна,1960-02-15,Ж,2011,автомат,5,Меркурий,52
1660,1661,1428354872,Ермаков,Дементий,Ильясович,1967-12-14,М,1988,автомат,4,Автознание,2
1661,1662,1200507996,Колесникова,Вероника,Геннадьевна,1999-08-19,Ж,2021,автомат,5,Болид,42
1662,1663,7657627992,Чернова,Марина,Станиславовна,2003-05-21,Ж,2021,автомат,5,Автостиль,25
1663,1664,3099366022,Карпова,Жанна,Феликсовна,1984-12-27,Ж,2004,автомат,4,Флагман,22
1664,1665,2806948215,Суханова,Полина,Львовна,1982-06-05,Ж,2010,автомат,1,Зебра,70
1665,1666,1403868695,Лебедева,Евгения,Святославовна,1954-04-08,Ж,1995,механика,1,Восток-ралли,41
1666,1667,8188468493,Шарапов,Пантелеймон,Елизарович,1975-08-13,М,2019,автомат,1,Лидер,76
1667,1668,9451715486,Беляев,Аполлинарий,Ааронович,2003-03-05,М,2021,механика,1,Нужный шаг,71
1668,1669,1901050002,Прохорова,Ираида,Владиславовна,1998-06-28,Ж,2018,автомат,4,Топ Драйв,12
1669,1670,2095429980,Беспалова,Валерия,Леоновна,1965-10-09,Ж,1993,механика,4,Маршрут,87
1670,1671,5479875871,Селезнев,Глеб,Артёмович,1961-04-14,М,1999,механика,4,Дилижанс,21
1671,1672,5176437998,Агафонова,Виктория,Альбертовна,1980-02-25,Ж,2019,автомат,2,Авто-Лада,34
1672,1673,6584588745,Александров,Ярослав,Геннадиевич,1961-10-30,М,1979,автомат,1,Болид,44
1673,1674,9311010848,Евсеев,Эмиль,Германович,1961-03-08,М,1999,автомат,3,Близкое расстояние,57
1674,1675,6072575291,Воронцова,Вероника,Даниловна,1983-07-06,Ж,2017,автомат,2,Восход,45
1675,1676,4650781418,Лазарева,Ирина,Петровна,1968-09-19,Ж,1991,механика,2,Автознание,22
1676,1677,1087315628,Киселева,Вероника,Харитоновна,1969-10-21,Ж,1991,автомат,2,Новая Автошкола,38
1677,1678,7796947124,Рыбаков,Эрнест,Гертрудович,1960-10-01,М,1981,механика,1,Знак,99
1678,1679,7786393001,Васильев,Никифор,Эдгарович,1987-05-15,М,2016,автомат,1,Топ Драйв,65
1679,1680,0527232173,Кошелев,Тимур,Харитонович,1959-05-05,М,2002,механика,5,Топаз,37
1680,1681,8201068672,Щукина,Лукия,Эльдаровна,1957-03-10,Ж,1985,механика,1,Шумахер,5
1681,1682,3359673922,Чернова,Наталья,Феликсовна,1982-07-28,Ж,2020,механика,2,Драйвин,29
1682,1683,3158310725,Полякова,Кира,Рубеновна,1951-12-28,Ж,1988,автомат,2,Автопилот,99
1683,1684,8574146335,Молчанова,Милица,Владимировна,1986-11-23,Ж,2021,автомат,1,Автоград,76
1684,1685,0357761882,Лукин,Афиноген,Арсенович,1980-09-01,М,2020,автомат,5,Импульс,24
1685,1686,1832143047,Киселева,Пелагея,Алексеевна,1978-07-02,Ж,2016,автомат,3,Лучший водитель,66
1686,1687,5174471125,Смирнов,Емельян,Егорович,1958-12-09,М,2017,механика,1,Мак-Авто,35
1687,1688,1121468573,Иванов,Клавдий,Владиленович,1966-07-08,М,2006,автомат,5,Пилот,19
1688,1689,2972421164,Григорьева,Нина,Святославовна,1998-03-14,Ж,2021,механика,3,Эстафета,8
1689,1690,3706996276,Воронцов,Лазарь,Даниилович,1963-11-09,М,1998,автомат,1,Первоклассная,91
1690,1691,3866653707,Фомин,Семен,Матвеевич,1952-12-05,М,2015,автомат,2,Дорожная Азбука,87
1691,1692,3773566669,Белоусов,Сигизмунд,Алексеевич,1983-06-21,М,2020,автомат,2,Главная дорога,15
1692,1693,0798856324,Ершов,Антип,Августович,1987-07-18,М,2005,автомат,5,Кабриолет,66
1693,1694,4711237701,Ситникова,Виктория,Захаровна,1981-01-17,Ж,2006,механика,2,Автодрайв,8
1694,1695,9603152193,Кузнецова,Юлия,Васильевна,1961-09-20,Ж,1997,механика,3,Курсант,53
1695,1696,7099730915,Вишнякова,Эмилия,Константиновна,1969-01-16,Ж,1997,механика,1,Профи,99
1696,1697,9946742467,Кабанов,Денис,Ермилович,1954-05-04,М,1984,автомат,5,Авто-Профи,75
1697,1698,0737130463,Баранов,Фома,Чеславович,1998-12-15,М,2017,автомат,1,АвтоАкадемия,86
1698,1699,4227488641,Шашкова,Евдокия,Валериевна,1966-12-15,Ж,2007,автомат,3,Метеор,32
1699,1700,2873177151,Исакова,Марфа,Олеговна,1966-03-21,Ж,1999,механика,3,Приоритет,66
1700,1701,3671971583,Щербакова,Акулина,Леоновна,1976-06-09,Ж,2003,автомат,3,Априори,34
1701,1702,8598298184,Лихачев,Антонин,Феофанович,1985-09-17,М,2012,механика,1,Перспектива,99
1702,1703,1532881611,Носов,Владислав,Гордеевич,1976-12-10,М,2019,автомат,4,Пятое колесо,18
1703,1704,8140950091,Лихачева,Эмилия,Вениаминовна,1980-01-17,Ж,2011,механика,4,Пилот,12
1704,1705,6711655135,Носов,Харитон,Гордеевич,1953-05-23,М,1974,автомат,3,Антей,40
1705,1706,5504163045,Ковалев,Никон,Елисеевич,1974-10-14,М,2014,автомат,2,Цифры,62
1706,1707,6207728986,Горшкова,София,Матвеевна,1986-10-07,Ж,2015,автомат,1,Практика,22
1707,1708,3407354534,Гурьев,Евлампий,Герасимович,2000-02-08,М,2021,автомат,3,Импульс,13
1708,1709,4837126568,Королева,Дарья,Сергеевна,1985-03-22,Ж,2012,автомат,5,Восток,54
1709,1710,1351879698,Денисов,Галактион,Матвеевич,1992-10-11,М,2015,автомат,2,Автостарт,92
1710,1711,8555411639,Савельев,Никита,Изотович,1951-01-21,М,1991,механика,1,Город,41
1711,1712,7815517578,Турова,Пелагея,Болеславовна,1999-09-06,Ж,2018,автомат,5,Дорожная Азбука,50
1712,1713,6773773052,Фомин,Илья,Вячеславович,1982-05-05,М,2005,механика,5,Азбука дорог,34
1713,1714,3219163992,Фролова,Евгения,Семеновна,2003-03-21,Ж,2021,механика,4,Метеор,49
1714,1715,8461607571,Ермакова,Ирина,Филипповна,1983-06-13,Ж,2001,механика,5,Пилот,1
1715,1716,7659999701,Рыбакова,Клавдия,Георгиевна,1978-08-25,Ж,2002,механика,1,Форсаж,59
1716,1717,0425050358,Устинов,Вышеслав,Филатович,1996-04-26,М,2016,механика,4,Рокада,83
1717,1718,9881933788,Зыкова,Ульяна,Вениаминовна,1994-05-24,Ж,2014,автомат,1,Альфа,86
1718,1719,5561510009,Костин,Мариан,Венедиктович,1994-04-28,М,2021,механика,1,Маневр,3
1719,1720,1616286870,Алексеев,Филимон,Евстигнеевич,1960-07-24,М,2018,механика,3,Супер-автошкола,91
1720,1721,1612239384,Филиппова,Нинель,Вадимовна,1972-11-07,Ж,2014,автомат,3,Маршрут,79
1721,1722,7251731218,Корнилова,Анжела,Рудольфовна,1966-09-22,Ж,2013,механика,5,Ротор,12
1722,1723,2283914695,Самойлов,Прокл,Эдуардович,1975-09-07,М,1997,механика,2,Ротор,75
1723,1724,1227311947,Ефремов,Владилен,Юльевич,1990-07-03,М,2018,автомат,2,Добрый путь,42
1724,1725,8165852371,Семенов,Епифан,Викентьевич,1986-10-06,М,2013,механика,5,Перекресток,92
1725,1726,6629533919,Королева,Таисия,Юльевна,1997-11-13,Ж,2016,автомат,5,Луч,10
1726,1727,6506230963,Мишина,Юлия,Аскольдовна,1968-04-16,Ж,2001,механика,3,Зеленая миля,46
1727,1728,7738201139,Елисеев,Ерофей,Устинович,1999-05-27,М,2017,автомат,2,Кабриолет,45
1728,1729,6265037272,Быков,Фрол,Адрианович,1974-08-29,М,2003,автомат,2,Импульс,66
1729,1730,8887431247,Блинова,Ирина,Аскольдовна,2000-02-14,Ж,2020,автомат,4,Хайвэй,20
1730,1731,0023380478,Богданова,Евдокия,Наумовна,1966-04-27,Ж,1997,механика,1,Бумер,23
1731,1732,9060642449,Жданов,Куприян,Бориславович,1967-10-26,М,1989,механика,4,Авто-Навык,45
1732,1733,2650516393,Максимова,Александра,Степановна,1977-11-08,Ж,1995,механика,1,Автоштурман,50
1733,1734,2495276250,Орехов,Ерофей,Харлампович,1984-11-21,М,2007,механика,1,Садовое Кольцо,61
1734,1735,3729552333,Блинова,Алла,Матвеевна,1982-03-30,Ж,2003,автомат,2,Автомиг,52
1735,1736,9721700630,Зуева,Евгения,Валентиновна,1974-12-31,Ж,2007,механика,3,Норд-Вест,2
1736,1737,3634616821,Владимирова,Виктория,Афанасьевна,1995-12-17,Ж,2017,механика,1,Близкое расстояние,4
1737,1738,4372690591,Мухин,Ерофей,Арсеньевич,2002-05-14,М,2021,механика,3,Авто-Лада,89
1738,1739,9798021404,Колесников,Будимир,Демьянович,1950-11-25,М,1990,механика,4,Авто-Механика,99
1739,1740,5654250051,Сергеева,Людмила,Макаровна,1966-03-16,Ж,1990,автомат,1,АвтоСити,55
1740,1741,9862873059,Смирнова,Наталья,Андреевна,1986-12-31,Ж,2014,автомат,3,Фаворит,2
1741,1742,3772831766,Хохлов,Август,Адрианович,1964-08-31,М,2013,механика,5,Дакар,25
1742,1743,1948602661,Ситников,Гедеон,Жоресович,1972-01-27,М,2003,механика,1,Новые горизонты,32
1743,1744,8872805958,Дьячкова,Лукия,Александровна,1985-10-25,Ж,2012,механика,4,Норд-Вест,86
1744,1745,4633903414,Ширяев,Ипатий,Захарьевич,1956-10-13,М,2015,автомат,1,Формула скорости,69
1745,1746,4390779635,Кондратьев,Ратибор,Бориславович,1963-12-07,М,2002,механика,2,Автолайн,45
1746,1747,4468490758,Гордеева,Полина,Кузьминична,1991-09-21,Ж,2010,механика,2,Локомотив,13
1747,1748,8707885223,Волков,Никодим,Владленович,1979-01-17,М,2018,механика,1,Молодость,45
1748,1749,9495601588,Исаков,Агафон,Измаилович,1987-05-11,М,2018,механика,5,Новые горизонты,68
1749,1750,3404328885,Лихачев,Кузьма,Марсович,1994-02-11,М,2019,автомат,3,АвтоГарвард,74
1750,1751,5794369029,Колесников,Радим,Чеславович,1993-06-01,М,2017,механика,3,Чемпион,71
1751,1752,1822939248,Жданова,Глафира,Никифоровна,1967-04-17,Ж,2006,механика,3,Автомаг,30
1752,1753,8174743867,Носкова,Евдокия,Тарасовна,1983-02-01,Ж,2001,автомат,5,Фаворит,78
1753,1754,7252443543,Самсонова,Ираида,Владиславовна,1980-05-22,Ж,2008,автомат,3,Автолицей,74
1754,1755,3686953887,Лихачев,Корнил,Евстигнеевич,1974-02-05,М,1994,механика,1,Лидер,56
1755,1756,9441417960,Шарова,Ульяна,Валентиновна,2002-08-14,Ж,2021,механика,1,Мак-Авто,4
1756,1757,3977678142,Виноградова,Людмила,Захаровна,1953-05-16,Ж,1991,автомат,5,Филин,31
1757,1758,8910245244,Емельянова,Наталья,Архиповна,1985-09-13,Ж,2016,механика,5,Юность,32
1758,1759,8199721995,Пахомов,Григорий,Якубович,1971-10-06,М,2017,механика,5,Хочу рулить,21
1759,1760,6134768655,Самойлова,Ирина,Семеновна,1976-08-30,Ж,1997,автомат,3,Шанс,86
1760,1761,3470063625,Евсеева,Дарья,Аскольдовна,1999-06-22,Ж,2019,автомат,4,Пульс,45
1761,1762,4376862199,Капустин,Натан,Игоревич,1992-06-05,М,2010,механика,5,Практика,29
1762,1763,1368317140,Павлова,Людмила,Игоревна,1962-08-30,Ж,2003,механика,2,Стрела,91
1763,1764,7088651197,Тихонов,Николай,Харлампьевич,1972-09-10,М,2000,механика,2,Виртуоз,71
1764,1765,7839016710,Симонова,Ульяна,Болеславовна,1965-08-24,Ж,2013,механика,5,Фордевинд,27
1765,1766,8140031187,Никифорова,Светлана,Геннадьевна,1967-01-13,Ж,2016,механика,5,Метеор,29
1766,1767,1764460831,Красильников,Адриан,Фадеевич,1964-09-03,М,1985,механика,2,Онега,69
1767,1768,5858802923,Фокин,Владимир,Демидович,1984-02-14,М,2006,автомат,1,Учебка,64
1768,1769,0870058249,Киселева,Алла,Вячеславовна,1970-04-12,Ж,1998,механика,2,Перспектива,34
1769,1770,8082521172,Сергеев,Фрол,Гурьевич,1984-07-15,М,2006,механика,2,Импульс,69
1770,1771,9203846701,Дмитриев,Евлампий,Дорофеевич,1994-07-28,М,2013,автомат,1,Новичок,41
1771,1772,1725161006,Уварова,Ираида,Ильинична,1967-02-01,Ж,2004,механика,3,Топ Драйв,67
1772,1773,2450690704,Григорьев,Адам,Зиновьевич,1981-11-03,М,1999,механика,2,Евродрайв,38
1773,1774,3850541813,Исакова,Майя,Аркадьевна,1951-05-10,Ж,2015,механика,4,Зеленый свет,32
1774,1775,8885349861,Киселев,Прохор,Германович,1994-05-20,М,2013,механика,2,Мустанг,7
1775,1776,7639947154,Мухин,Никандр,Ефремович,1993-07-18,М,2020,механика,5,Фаворит,70
1776,1777,8921850997,Мясников,Пров,Харлампович,2003-09-29,М,2021,механика,1,Автополис,87
1777,1778,4431562876,Константинов,Кондратий,Бенедиктович,1995-03-19,М,2014,автомат,5,Топ Драйв,91
1778,1779,7803754428,Кондратьев,Светозар,Артемьевич,1958-08-18,М,2008,механика,2,Движение,11
1779,1780,7978982223,Копылова,Майя,Ильинична,1991-02-19,Ж,2019,механика,4,Главная дорога,3
1780,1781,3771000424,Белов,Ермил,Викентьевич,1953-10-12,М,1975,автомат,2,Авто-Премиум,5
1781,1782,7537137332,Самсонова,Алина,Анатольевна,1998-04-22,Ж,2017,механика,4,Приоритет,65
1782,1783,8501689721,Доронин,Сократ,Захарьевич,1955-07-30,М,2002,механика,1,Балтик-Стар,73
1783,1784,8340066020,Павлов,Всеволод,Арсенович,1955-08-08,М,1995,автомат,1,Знак,53
1784,1785,8252173588,Игнатова,Ангелина,Кузьминична,1951-01-25,Ж,1976,механика,3,Автодрайвер,14
1785,1786,4031377107,Денисова,Агата,Ивановна,1984-07-13,Ж,2007,автомат,5,Топаз,40
1786,1787,1187679286,Исакова,Алина,Геннадиевна,1997-07-31,Ж,2021,автомат,3,Лидер,60
1787,1788,7545438996,Рогов,Аникей,Эдгарович,1983-04-03,М,2013,механика,1,Правый руль,51
1788,1789,3990166552,Емельянова,Наина,Анатольевна,1956-09-03,Ж,2009,механика,4,Профессионал,87
1789,1790,8142877102,Прохорова,Фёкла,Федоровна,1979-01-08,Ж,1997,автомат,5,Новичок,30
1790,1791,0307306999,Кабанова,Лариса,Альбертовна,1989-11-22,Ж,2021,автомат,3,Восход,91
1791,1792,3509730161,Соболев,Эраст,Бориславович,1969-04-26,М,2001,механика,3,Кабриолет,45
1792,1793,0518905767,Воронов,Владимир,Игнатьевич,1970-12-08,М,1989,автомат,1,Лучший водитель,50
1793,1794,2672989656,Соловьева,Регина,Станиславовна,1999-12-25,Ж,2018,автомат,3,Вершина,23
1794,1795,6194068296,Алексеева,Любовь,Сергеевна,1990-08-16,Ж,2016,автомат,3,Профессионал,19
1795,1796,0168684867,Селезнев,Федосий,Валерьянович,1994-01-05,М,2021,автомат,1,Правый руль,51
1796,1797,2607296097,Мельникова,Елизавета,Аскольдовна,1969-06-30,Ж,2020,механика,5,Правый руль,75
1797,1798,8171312186,Ларионов,Мстислав,Бориславович,1986-07-07,М,2009,механика,2,Виртуоз,56
1798,1799,7741675681,Трофимов,Прохор,Аксёнович,1965-02-07,М,2001,автомат,5,Автомаг,54
1799,1800,6259256982,Петрова,Лидия,Кирилловна,1981-01-01,Ж,2012,автомат,3,Вулкан,42
1800,1801,8295455528,Агафонов,Михей,Ефимович,1983-11-10,М,2017,механика,4,Дорожная Азбука,22
1801,1802,4428977183,Макаров,Симон,Архипович,1961-04-12,М,2021,автомат,4,Автостиль,71
1802,1803,5752061876,Рябов,Ярополк,Феофанович,1983-01-14,М,2007,механика,5,Новый вираж,7
1803,1804,9572960531,Владимиров,Остромир,Федотович,1973-08-28,М,2010,механика,5,Автомиг,45
1804,1805,0576098419,Корнилова,Вера,Оскаровна,1952-05-17,Ж,2016,автомат,3,Физика вождения,14
1805,1806,2573191645,Сорокина,Анастасия,Антоновна,1990-12-02,Ж,2013,механика,4,Стрела,20
1806,1807,2848697260,Нестерова,Регина,Святославовна,1966-06-11,Ж,1992,механика,2,Шанс,11
1807,1808,3641113769,Денисова,Ульяна,Анатольевна,1991-02-07,Ж,2021,автомат,2,Автодрайвер,73
1808,1809,9347286731,Цветков,Яков,Ермолаевич,1951-03-22,М,2021,автомат,4,Авто-Профи,5
1809,1810,9612928966,Прохорова,София,Аркадьевна,1983-08-30,Ж,2007,автомат,2,Пятое колесо,62
1810,1811,6162431647,Ершова,Пелагея,Леонидовна,1966-11-05,Ж,2008,автомат,4,Армада,8
1811,1812,6047582968,Комиссаров,Игорь,Теймуразович,1963-11-30,М,1985,автомат,4,Автолицей,60
1812,1813,0396844221,Самойлова,Зинаида,Владимировна,1967-08-26,Ж,1986,автомат,5,Бэст,48
1813,1814,6352066257,Полякова,Иванна,Егоровна,1996-11-05,Ж,2018,механика,5,Золотой руль,58
